ActionID,SensorName,Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41,Var42,Var43,Var44,Var45,Var46,Var47,Var48,Var49,Var50,Var51,Var52,Var53,Var54,Var55,Var56,Var57,Var58,Var59,Var60,Var61,Var62,Var63,Var64,Var65,Var66,Var67,Var68,Var69,Var70,Var71,Var72,Var73,Var74,Var75,Var76,Var77,Var78,Var79,Var80,Var81,Var82,Var83,Var84,Var85
Action 48,EMG5R,-2,0,-2,-1,-1,-1,0,-1,-1,1,-1,-1,0,-2,-1,-1,-2,-1,-2,-2,-1,-1,-1,0,-1,-1,0,0,0,0,-1,1,-1,0,-2,0,0,0,-1,1,0,-1,-1,-1,0,-1,-1,-1,0,-3,-2,0,1,-2,0,-1,-2,0,-2,2,-1,2,0,-1,0,-1,0,-2,0,-2,-2,0,0,-2,0,0,0,0,0,0,0,0,0,0,0
Action 48,EMG6R,-1,0,0,-1,1,-1,-2,1,0,1,-2,0,-2,0,0,-2,-1,-1,-2,-1,-3,-2,0,-2,2,-1,0,-1,1,0,0,1,0,1,-1,-1,-1,1,-2,0,-1,-1,-1,0,0,-1,0,1,-2,0,-1,-1,0,0,0,1,-1,0,-1,-1,-1,0,-2,1,-1,1,-1,-1,-2,0,0,-2,0,1,0,0,0,0,0,0,0,0,0,0,0
Action 48,EMG7R,0,-2,-1,0,-1,1,-1,-1,-1,-1,0,-1,0,1,-2,-1,-1,-1,-2,-3,0,-2,-1,-2,-2,-2,-2,0,-1,-1,-1,0,-1,-1,1,-1,1,-2,-1,-1,-2,1,-3,-1,-2,0,-1,0,0,-2,-1,-2,-1,-2,0,-1,0,0,-2,1,-1,0,1,-1,1,-1,0,0,-1,-1,-1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0
Action 48,GLX,-1.0625,-1.5625,-0.8125,-1.4375,-1.4375,-0.875,-0.875,0,0.0625,0.8125,1,0.3125,0.375,-0.9375,-0.9375,-0.1875,-0.375,-0.25,0.6875,0.3125,-0.25,-0.0625,0.125,0.25,0,0,0.6875,0.25,-0.75,-0.5,-0.5625,-0.4375,-0.6875,-1.1875,-2.8125,-1.4375,-0.0625,0,0.75,0.625,-2,-2.5625,-2.125,-2.1875,-0.5625,0.9375,0.6875,0.0625,0.375,0.125,0,0.125,-0.5625,0.1875,-0.625,-0.875,-0.25,-0.375,-0.6875,-1,-0.375,-0.1875,-0.3125,-1.125,-1.375,-1.125,-0.75,-1.375,-1.75,-2,-1.3125,-0.75,-0.6875,-0.875,0,0,0,0,0,0,0,0,0,0,0
Action 48,GLY,-1.0625,-1.5625,-0.8125,-1.4375,-1.4375,-0.875,-0.875,0,0.0625,0.8125,1,0.3125,0.375,-0.9375,-0.9375,-0.1875,-0.375,-0.25,0.6875,0.3125,-0.25,-0.0625,0.125,0.25,0,0,0.6875,0.25,-0.75,-0.5,-0.5625,-0.4375,-0.6875,-1.1875,-2.8125,-1.4375,-0.0625,0,0.75,0.625,-2,-2.5625,-2.125,-2.1875,-0.5625,0.9375,0.6875,0.0625,0.375,0.125,0,0.125,-0.5625,0.1875,-0.625,-0.875,-0.25,-0.375,-0.6875,-1,-0.375,-0.1875,-0.3125,-1.125,-1.375,-1.125,-0.75,-1.375,-1.75,-2,-1.3125,-0.75,-0.6875,-0.875,0,0,0,0,0,0,0,0,0,0,0
Action 48,GLZ,-1.0625,-1.5625,-0.8125,-1.4375,-1.4375,-0.875,-0.875,0,0.0625,0.8125,1,0.3125,0.375,-0.9375,-0.9375,-0.1875,-0.375,-0.25,0.6875,0.3125,-0.25,-0.0625,0.125,0.25,0,0,0.6875,0.25,-0.75,-0.5,-0.5625,-0.4375,-0.6875,-1.1875,-2.8125,-1.4375,-0.0625,0,0.75,0.625,-2,-2.5625,-2.125,-2.1875,-0.5625,0.9375,0.6875,0.0625,0.375,0.125,0,0.125,-0.5625,0.1875,-0.625,-0.875,-0.25,-0.375,-0.6875,-1,-0.375,-0.1875,-0.3125,-1.125,-1.375,-1.125,-0.75,-1.375,-1.75,-2,-1.3125,-0.75,-0.6875,-0.875,0,0,0,0,0,0,0,0,0,0,0
Action 48,GRX,-1.3125,0.3125,1.4375,1.625,1.4375,1.5625,0.125,0.4375,0.4375,-0.1875,0.3125,0.5625,0.0625,0.3125,0.1875,0.375,0.25,1.5,1.4375,0.625,0.25,-0.4375,-0.4375,-0.0625,0.9375,2.3125,0.75,0,-0.3125,0.5,0.125,1,1.3125,1.125,-0.1875,0.6875,-1,-2.125,-2,-0.875,0.875,1.9375,3.1875,3.8125,2.0625,-0.5,-1.6875,-0.8125,0.0625,0.0625,2.75,0.5,-1.375,-1.875,-3.0625,-2.6875,-0.5625,-0.25,1.4375,2.1875,2.625,2.0625,1,-0.1875,-2.0625,-1.9375,-2.375,-1.75,-1.625,-0.375,0.375,1.1875,-0.1875,0,0,0,0,0,0,0,0,0,0,0,0
Action 48,GRY,-1.3125,0.3125,1.4375,1.625,1.4375,1.5625,0.125,0.4375,0.4375,-0.1875,0.3125,0.5625,0.0625,0.3125,0.1875,0.375,0.25,1.5,1.4375,0.625,0.25,-0.4375,-0.4375,-0.0625,0.9375,2.3125,0.75,0,-0.3125,0.5,0.125,1,1.3125,1.125,-0.1875,0.6875,-1,-2.125,-2,-0.875,0.875,1.9375,3.1875,3.8125,2.0625,-0.5,-1.6875,-0.8125,0.0625,0.0625,2.75,0.5,-1.375,-1.875,-3.0625,-2.6875,-0.5625,-0.25,1.4375,2.1875,2.625,2.0625,1,-0.1875,-2.0625,-1.9375,-2.375,-1.75,-1.625,-0.375,0.375,1.1875,-0.1875,0,0,0,0,0,0,0,0,0,0,0,0
Action 48,GRZ,-1.3125,0.3125,1.4375,1.625,1.4375,1.5625,0.125,0.4375,0.4375,-0.1875,0.3125,0.5625,0.0625,0.3125,0.1875,0.375,0.25,1.5,1.4375,0.625,0.25,-0.4375,-0.4375,-0.0625,0.9375,2.3125,0.75,0,-0.3125,0.5,0.125,1,1.3125,1.125,-0.1875,0.6875,-1,-2.125,-2,-0.875,0.875,1.9375,3.1875,3.8125,2.0625,-0.5,-1.6875,-0.8125,0.0625,0.0625,2.75,0.5,-1.375,-1.875,-3.0625,-2.6875,-0.5625,-0.25,1.4375,2.1875,2.625,2.0625,1,-0.1875,-2.0625,-1.9375,-2.375,-1.75,-1.625,-0.375,0.375,1.1875,-0.1875,0,0,0,0,0,0,0,0,0,0,0,0
Action 48,ORL,8.087684,8.087677,8.086364,8.085921,8.086047,8.087123,8.087757,8.086869,8.086869,8.086098,8.085696,8.084924,8.085179,8.085975,8.085975,8.08604,8.087543,8.08791,8.090187,8.091766,8.091138,8.091362,8.092257,8.093193,8.093792,8.093792,8.097003,8.098807,8.098057,8.097448,8.09728,8.09728,8.09724,8.097784,8.096722,8.096445,8.096445,8.095818,8.095692,8.097065,8.096536,8.095673,8.095365,8.09509,8.094373,8.093764,8.093609,8.09347,8.092831,8.092706,8.092706,8.09255,8.092234,8.092918,8.092871,8.091627,8.092742,8.092166,8.092012,8.092028,8.092086,8.092086,8.091524,8.091845,8.091004,8.090551,8.092224,8.093556,8.093763,8.093422,8.093871,8.094925,8.094801,8.094769,0,0,0,0,0,0,0,0,0,0,0
Action 48,OPL,3.203062,3.202255,3.200304,3.200264,3.200383,3.20033,3.201046,3.201809,3.201809,3.201877,3.201819,3.201887,3.201375,3.200834,3.200834,3.199066,3.197938,3.197079,3.195272,3.195442,3.195382,3.195651,3.197019,3.197825,3.199013,3.199013,3.199793,3.200578,3.200558,3.200841,3.200624,3.200624,3.198673,3.198298,3.196792,3.195951,3.195951,3.19589,3.19593,3.195405,3.195691,3.196354,3.197978,3.199509,3.201035,3.201318,3.201445,3.20114,3.20151,3.20155,3.20155,3.201676,3.202394,3.203622,3.204397,3.205304,3.205466,3.205659,3.205786,3.205356,3.205181,3.205181,3.204944,3.205289,3.206217,3.206625,3.207763,3.207901,3.20799,3.207699,3.207365,3.207069,3.207106,3.207195,0,0,0,0,0,0,0,0,0,0,0
Action 48,OYL,1.701113,1.700152,1.69896,1.697698,1.6939,1.692132,1.690069,1.689391,1.689391,1.690167,1.690979,1.691755,1.691653,1.689862,1.689862,1.686846,1.684682,1.683899,1.681657,1.680776,1.681401,1.680918,1.679684,1.678887,1.677851,1.677851,1.675052,1.673661,1.674272,1.674849,1.675054,1.675054,1.673556,1.671889,1.669744,1.667632,1.667632,1.668256,1.668247,1.667715,1.667113,1.666269,1.663868,1.661292,1.660444,1.661019,1.661183,1.661218,1.661965,1.661956,1.661956,1.662119,1.66183,1.660986,1.660621,1.661271,1.66003,1.660429,1.660591,1.660463,1.660118,1.660118,1.66039,1.659354,1.657083,1.656824,1.653288,1.65013,1.64763,1.64672,1.644276,1.641971,1.641962,1.642137,0,0,0,0,0,0,0,0,0,0,0
Action 48,ORR,1.993435,1.99196,1.992844,1.993996,1.994145,1.994032,1.993402,1.992809,1.991721,1.990991,1.989578,1.989557,1.989569,1.989215,1.989755,1.991203,1.991145,1.991532,1.992406,1.992994,1.99207,1.990872,1.991318,1.991968,1.993449,1.995469,1.996894,1.996824,1.995212,1.994987,1.99428,1.99463,1.995148,1.995033,1.994348,1.994572,1.994134,1.992441,1.991101,1.989855,1.990984,1.992714,1.994239,1.997418,2.000137,2.000916,2.000998,2.002129,2.002481,2.002761,2.004966,2.005381,2.003706,2.002939,2.000246,1.997828,1.995554,1.995247,1.994462,1.994637,1.995934,1.995214,1.994812,1.993395,1.991608,1.991149,1.9914,1.991856,1.992268,1.993204,1.993217,1.993406,1.993288,1.993254,0,0,0,0,0,0,0,0,0,0,0
Action 48,OPR,3.202383,3.200537,3.200739,3.201081,3.201049,3.200197,3.198811,3.197531,3.196505,3.196532,3.197459,3.197936,3.198448,3.199222,3.200348,3.200781,3.200645,3.20065,3.20066,3.200089,3.198209,3.196765,3.195418,3.194985,3.194697,3.194538,3.193694,3.192739,3.190285,3.189924,3.190237,3.190774,3.192124,3.19268,3.193327,3.194013,3.195113,3.194905,3.194742,3.194257,3.193506,3.193824,3.193729,3.193481,3.193082,3.193242,3.19381,3.195337,3.196536,3.198819,3.200849,3.201756,3.203027,3.20491,3.20612,3.20642,3.206089,3.205671,3.205139,3.204789,3.204076,3.202612,3.202659,3.201384,3.200296,3.199843,3.199578,3.198692,3.198315,3.196527,3.195168,3.193715,3.192167,3.192218,0,0,0,0,0,0,0,0,0,0,0
Action 48,OYR,9.212299,9.214403,9.216832,9.216995,9.219523,9.222386,9.224174,9.226977,9.229395,9.231233,9.234006,9.234883,9.236094,9.237527,9.23823,9.238038,9.239293,9.241146,9.242872,9.244081,9.246398,9.248014,9.247925,9.247877,9.247669,9.248692,9.24956,9.249787,9.252708,9.254588,9.256241,9.257063,9.259862,9.261144,9.262949,9.264194,9.265145,9.265492,9.265449,9.26622,9.26623,9.267248,9.269784,9.271822,9.27293,9.273146,9.272046,9.270472,9.270937,9.271261,9.272316,9.274303,9.275312,9.274723,9.274968,9.275055,9.277138,9.277675,9.281273,9.282727,9.285406,9.291918,9.293725,9.296167,9.29745,9.296358,9.295173,9.292314,9.291381,9.290661,9.291714,9.293352,9.295699,9.296423,0,0,0,0,0,0,0,0,0,0,0
