ActionID,SensorName,Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41,Var42,Var43,Var44
Action 8,ALZ,-0.09814453,-0.08935547,-0.1069336,-0.1269531,-0.1293945,-0.1210938,-0.1591797,-0.159668,-0.1865234,-0.1865234,-0.1884766,-0.04199219,-0.04199219,0.09912109,0.1254883,0.1469727,0.1274414,0.1655273,0.144043,0.1230469,0.1630859,0.2001953,0.2265625,0.2167969,0.2519531,0.2797852,0.296875,0.28125,0.2695313,0.2387695,0.2158203,0.1967773,0.2094727,0.2275391,0.2666016,0.2666016,0.1914063,0.1391602,0.09960938,0.03759766,0.08007813,0.01171875,-0.08691406,-0.1445313
Action 8,ARX,-0.4492188,-0.3056641,-0.4355469,-0.4599609,-0.1938477,-0.4584961,-0.3837891,-0.3588867,-0.5170898,-0.5170898,-0.4667969,-0.5126953,-0.5878906,-0.5898438,-0.75,-0.8027344,-0.8427734,-0.828125,-0.9091797,-0.8666992,-0.90625,-0.9213867,-0.921875,-0.9204102,-0.8916016,-0.8852539,-0.8847656,-0.8730469,-0.8857422,-0.8710938,-0.8881836,-0.9042969,-0.8989258,-0.9199219,-0.972168,-0.972168,-0.9833984,-0.9399414,-0.9746094,-1.060547,-0.9863281,-1.016602,-0.9960938,-0.9604492
Action 8,ARY,-0.2880859,-0.3032227,-0.449707,-0.355957,-0.2016602,-0.2431641,-0.3105469,-0.4008789,-0.4106445,-0.4106445,-0.3574219,-0.4116211,-0.3623047,-0.3295898,-0.4194336,-0.4145508,-0.4619141,-0.515625,-0.4975586,-0.4301758,-0.4448242,-0.4165039,-0.4580078,-0.4604492,-0.3955078,-0.3808594,-0.3847656,-0.3666992,-0.3701172,-0.3725586,-0.3334961,-0.3164063,-0.3120117,-0.3027344,-0.2807617,-0.2807617,-0.2856445,-0.3295898,-0.3579102,-0.3017578,-0.3676758,-0.3203125,-0.2402344,-0.2451172
Action 8,ARZ,0.5449219,0.5317383,0.8603516,0.7641602,0.4624023,0.5053711,0.5498047,1.084473,0.8779297,0.8779297,0.8847656,0.7177734,0.7856445,0.7290039,0.6176758,0.6855469,0.6552734,0.6308594,0.5410156,0.5454102,0.515625,0.4506836,0.4990234,0.496582,0.4526367,0.4199219,0.3847656,0.3657227,0.3413086,0.3188477,0.2680664,0.2861328,0.2368164,0.2895508,0.309082,0.309082,0.277832,0.2651367,0.2089844,0.222168,0.09423828,0.05859375,0.1054688,-0.005371094
Action 8,EMG0L,-1,0,-1,-1,0,-7,8,-4,6,6,-6,8,-22,-5,-3,-15,7,-9,-7,11,-8,11,20,-23,-1,-1,-16,-1,4,2,0,1,1,-1,-8,-8,1,-3,4,-1,-9,6,-1,9
Action 8,EMG1L,-2,-1,-2,0,-1,-3,3,-15,2,2,-11,-14,-2,-7,-3,-2,5,3,-3,0,-7,0,-1,-2,9,2,-6,-5,6,3,-1,0,0,0,-14,-14,5,-4,6,0,-3,-3,-1,5
Action 8,EMG2L,-1,0,-2,-1,-1,-2,-17,-21,5,5,-10,-21,-10,8,-4,-2,-2,-1,-13,-5,-13,-1,-12,13,8,-4,-8,-6,14,7,-7,0,2,-1,-23,-23,11,-3,7,0,-6,4,0,3
Action 8,EMG3L,-2,-1,-1,0,12,0,-18,-5,-13,-13,-20,-26,-2,14,-18,3,6,-2,-1,-1,-9,13,3,1,8,-1,-15,-4,20,11,-9,0,1,-8,-28,-28,4,0,1,2,-13,6,1,6
Action 8,EMG4L,-2,-2,-2,-1,0,3,-2,-23,3,3,-34,-9,8,-7,-17,-4,10,0,-6,-2,-6,13,6,-14,-1,1,-9,1,15,8,-3,-2,5,-2,-20,-20,4,-1,6,8,-8,-3,2,8
Action 8,EMG5L,0,0,0,0,-2,-4,7,-27,7,7,-23,-4,4,-10,-12,-2,5,0,-6,-2,-3,6,5,-8,3,-2,-5,2,6,6,0,-3,4,-1,-8,-8,1,-3,8,17,-6,-18,3,27
Action 8,EMG6L,-1,-1,-1,-1,-1,-6,7,-17,3,3,-11,-5,-2,-5,-5,-3,4,0,-5,-2,-6,4,3,-5,5,-5,-2,5,3,1,-2,1,3,-3,-6,-6,0,-2,10,14,-2,-28,11,44
Action 8,EMG7L,-1,0,0,0,-1,-6,3,-8,5,5,-6,-2,-6,-5,-4,-4,2,-3,-3,-3,1,7,7,-9,7,-1,-5,1,1,2,-1,0,-1,0,-5,-5,0,-1,4,6,0,-12,6,25
Action 8,EMG0R,14,-9,-3,-8,-1,-2,-3,-1,3,3,-11,-4,2,-4,8,3,8,2,1,0,-1,-3,6,5,-7,-6,-4,4,7,0,3,0,1,2,0,0,-3,0,4,-2,-4,-3,-10,-5
Action 8,EMG1R,19,-16,6,-4,-3,-2,-2,1,6,6,-1,-3,2,-4,11,6,8,1,-2,12,-3,0,0,-6,-4,0,-10,3,-1,-2,5,-1,0,0,3,3,8,3,2,-7,-2,0,-4,-2
Action 8,EMG2R,21,-27,11,0,-4,-4,10,9,4,4,11,-5,17,-10,12,4,12,-2,-4,15,-12,-2,0,-7,-10,-3,-17,7,-2,-3,1,3,0,-1,5,5,5,0,3,-5,2,1,-5,0
Action 8,EMG3R,17,-36,13,-41,1,-15,-4,31,13,13,6,-9,48,-15,23,-1,21,-2,7,11,-18,3,2,-8,-28,-15,-14,-1,3,-6,-11,15,1,2,2,2,-4,-1,4,14,6,2,-4,3
Action 8,EMG4R,39,-15,4,-24,2,-3,-9,11,23,23,-6,-11,28,-6,4,3,-3,-12,17,11,-21,-8,-2,-9,-9,-4,-10,2,-1,-3,-2,1,-2,-1,0,0,1,0,7,0,3,-2,-5,-6
Action 8,EMG5R,25,-19,13,-9,2,-5,-11,10,13,13,-3,-12,21,-1,6,4,-11,-4,6,9,7,-4,-2,2,-2,-1,-4,1,0,-1,-1,-1,-3,0,1,1,3,-4,7,7,3,-1,-4,-14
Action 8,EMG6R,13,-15,10,-6,13,-8,-14,2,9,9,-6,-11,-5,0,8,6,-6,10,-12,2,13,1,8,2,47,-1,-11,-1,0,1,1,-4,-6,-16,4,4,50,-12,-30,52,-17,-36,8,16
Action 8,EMG7R,7,-9,3,-3,7,-14,1,1,6,6,-8,-8,4,-2,8,6,6,3,-2,0,4,0,0,-2,-1,2,-3,2,2,0,0,-1,0,2,-2,-2,-14,8,-5,19,7,2,-31,-2
Action 8,GLX,-13.5,-1.6875,-0.75,-4.625,-5.4375,-2.75,-9.625,-32.1875,-50.25,-50.25,-60.4375,-46,-46,-44.6875,-41.375,-40.0625,-35.5,-19.375,-10,-8.8125,-10.9375,-2.3125,13,9.0625,-8.875,-11.875,-6.5,-1.25,0.625,4.6875,5.1875,11.5,28.375,37,38.75,38.75,35.5,48.125,72.125,53.625,52.875,73.75,64.625,27
Action 8,GLY,-13.5,-1.6875,-0.75,-4.625,-5.4375,-2.75,-9.625,-32.1875,-50.25,-50.25,-60.4375,-46,-46,-44.6875,-41.375,-40.0625,-35.5,-19.375,-10,-8.8125,-10.9375,-2.3125,13,9.0625,-8.875,-11.875,-6.5,-1.25,0.625,4.6875,5.1875,11.5,28.375,37,38.75,38.75,35.5,48.125,72.125,53.625,52.875,73.75,64.625,27
Action 8,GLZ,-13.5,-1.6875,-0.75,-4.625,-5.4375,-2.75,-9.625,-32.1875,-50.25,-50.25,-60.4375,-46,-46,-44.6875,-41.375,-40.0625,-35.5,-19.375,-10,-8.8125,-10.9375,-2.3125,13,9.0625,-8.875,-11.875,-6.5,-1.25,0.625,4.6875,5.1875,11.5,28.375,37,38.75,38.75,35.5,48.125,72.125,53.625,52.875,73.75,64.625,27
Action 8,GRX,45.8125,4,-8.875,2.625,5.3125,-0.8125,-19.5625,-24.6875,-29.5625,-29.5625,-13.375,-21.125,-25.9375,-53,-60.1875,-55.125,-30.625,-11.625,5.375,-3.25,-25.6875,-24.375,-17.3125,-1.3125,7.75,2.875,5.8125,8.25,4.375,5.75,7.4375,-6.125,-6.5625,-11.6875,-19.5625,-19.5625,-23.5,-28.75,-35.3125,-35.5,-35.0625,-50.9375,-52.3125,-52.125
Action 8,GRY,45.8125,4,-8.875,2.625,5.3125,-0.8125,-19.5625,-24.6875,-29.5625,-29.5625,-13.375,-21.125,-25.9375,-53,-60.1875,-55.125,-30.625,-11.625,5.375,-3.25,-25.6875,-24.375,-17.3125,-1.3125,7.75,2.875,5.8125,8.25,4.375,5.75,7.4375,-6.125,-6.5625,-11.6875,-19.5625,-19.5625,-23.5,-28.75,-35.3125,-35.5,-35.0625,-50.9375,-52.3125,-52.125
Action 8,GRZ,45.8125,4,-8.875,2.625,5.3125,-0.8125,-19.5625,-24.6875,-29.5625,-29.5625,-13.375,-21.125,-25.9375,-53,-60.1875,-55.125,-30.625,-11.625,5.375,-3.25,-25.6875,-24.375,-17.3125,-1.3125,7.75,2.875,5.8125,8.25,4.375,5.75,7.4375,-6.125,-6.5625,-11.6875,-19.5625,-19.5625,-23.5,-28.75,-35.3125,-35.5,-35.0625,-50.9375,-52.3125,-52.125
Action 8,ORL,8.231859,8.252454,8.283016,8.300568,8.311497,8.332403,8.35839,8.351828,8.344023,8.344023,8.283274,8.165983,8.165983,7.680686,7.372382,7.217155,6.819119,6.637572,6.576193,6.469182,6.421253,6.402203,6.399555,6.404315,6.404772,6.400539,6.393591,6.40043,6.405122,6.433616,6.451168,6.536194,6.62976,6.682079,6.766898,6.766898,6.853338,6.967321,7.11506,7.25668,7.357672,7.484915,7.578384,7.725531
Action 8,OPL,7.117818,7.118571,7.120903,7.123628,7.124822,7.126916,7.129449,7.127345,7.122464,7.122464,7.086119,7.071396,7.071396,7.02962,6.997127,6.976494,6.89819,6.832812,6.798522,6.719949,6.699406,6.696622,6.70379,6.711356,6.737444,6.741858,6.747506,6.744462,6.74249,6.741092,6.744158,6.760529,6.778939,6.788048,6.79996,6.79996,6.815245,6.843832,6.865461,6.905198,6.942821,6.976996,6.98864,7.009209
Action 8,OYL,7.54315,7.576577,7.607769,7.629762,7.644085,7.670224,7.698815,7.710548,7.731011,7.731011,7.774924,7.710915,7.710915,7.306198,7.036233,6.897319,6.53977,6.372559,6.309856,6.195457,6.15148,6.130656,6.114097,6.112602,6.110087,6.111946,6.116019,6.12619,6.130289,6.153375,6.168862,6.247021,6.321564,6.357089,6.402969,6.402969,6.456512,6.532317,6.612103,6.691701,6.740736,6.796267,6.85606,6.965645
Action 8,ORR,4.471796,4.487498,4.429003,4.425246,4.419401,4.417814,4.400567,4.376997,4.346388,4.346388,4.315092,4.271045,4.248055,4.184524,4.100662,4.023499,3.971602,3.93446,3.918049,3.901634,3.868439,3.822699,3.796215,3.794141,3.809292,3.819966,3.830388,3.835961,3.839223,3.832175,3.811311,3.775343,3.72015,3.652865,3.563837,3.563837,3.505645,3.363813,3.222537,3.111528,3.006466,2.893363,2.860787,2.740034
Action 8,OPR,5.44627,5.31905,5.251539,5.274595,5.330507,5.362169,5.385638,5.447491,5.538793,5.538793,5.659058,5.794422,5.851078,5.97466,6.089478,6.189961,6.287106,6.370583,6.441035,6.491863,6.52797,6.555357,6.571055,6.573759,6.570402,6.562664,6.550855,6.549683,6.552314,6.565757,6.591886,6.631822,6.687094,6.748302,6.816729,6.816729,6.853236,6.915452,6.95476,6.98926,7.008764,7.014863,7.026231,7.047253
Action 8,OYR,3.990581,4.008972,3.962134,3.943653,3.910583,3.889439,3.889079,3.89748,3.8922,3.8922,3.870534,3.821552,3.803366,3.775304,3.746815,3.723395,3.708594,3.684538,3.659476,3.639504,3.626051,3.606602,3.600284,3.59854,3.595949,3.602722,3.613478,3.615416,3.613845,3.6022,3.57054,3.532314,3.478816,3.414958,3.335994,3.335994,3.285521,3.165257,3.051937,2.974121,2.905369,2.840822,2.836615,2.770289
Action 9,ALX,-0.9648438,-0.9604492,-0.9741211,-0.9750977,-0.9750977,-0.9628906,-0.9765625,-0.9873047,-0.980957,-0.980957,-0.9619141,-0.9316406,-0.9995117,-0.984375,-0.984375,-0.9467773,-0.9736328,-0.972168,-0.972168,-0.9414063,-0.8896484,-0.9838867,-1.044434,-0.9887695,-1.065918,-1.07666,-0.9936523,-0.8984375,-0.9526367,-0.8613281,-0.8642578,-0.8642578,-0.9125977,-0.9379883,-0.9243164,-0.9067383,-0.9101563,-0.9008789,-0.8994141,-0.9101563,-0.909668,-0.902832,-0.9077148,-0.8935547
Action 9,ALY,0.2006836,0.215332,0.2216797,0.2099609,0.2099609,0.2207031,0.2373047,0.2041016,0.203125,0.203125,0.222168,0.2250977,0.2011719,0.2016602,0.2016602,0.2133789,0.2299805,0.2143555,0.21875,0.2490234,0.3076172,0.2841797,0.2651367,0.2749023,0.2929688,0.2446289,0.2563477,0.3007813,0.2348633,0.3178711,0.324707,0.324707,0.3613281,0.3344727,0.3203125,0.3676758,0.3364258,0.3735352,0.3632813,0.3642578,0.3500977,0.3613281,0.3696289,0.3510742
Action 9,ALZ,-0.128418,-0.1367188,-0.144043,-0.140625,-0.140625,-0.1069336,-0.09130859,-0.1123047,-0.1269531,-0.1269531,-0.1484375,-0.1206055,-0.1083984,-0.1123047,-0.1123047,-0.1206055,-0.1420898,-0.1166992,-0.1230469,-0.1435547,-0.1523438,-0.2226563,-0.1103516,-0.06347656,-0.06542969,0.1245117,0.1264648,0.1494141,0.1943359,0.1381836,0.07080078,0.07080078,0.046875,0.1025391,0.1323242,0.2055664,0.2119141,0.2402344,0.2451172,0.2231445,0.2353516,0.2119141,0.206543,0.2011719
Action 9,ARX,-0.987793,-1.001953,-1.04541,-1.092773,-0.9882813,-1.073242,-1.184082,-1.221191,-1.052246,-1.098633,-0.9121094,-0.8989258,-0.6904297,-0.5429688,-0.3022461,-0.2905273,-0.1640625,0.07519531,-0.2724609,-0.05810547,-0.2734375,-0.4960938,-0.4355469,-0.465332,-0.6401367,-0.6772461,-0.7578125,-0.9052734,-0.894043,-0.8447266,-0.9233398,-0.9233398,-0.9077148,-0.9594727,-0.9243164,-0.934082,-0.921875,-0.9072266,-0.9013672,-0.9052734,-0.8789063,-0.8979492,-0.9038086,-0.8808594
Action 9,ARY,-0.25,-0.2612305,-0.2963867,-0.2226563,-0.3071289,-0.3129883,-0.3540039,-0.3491211,-0.3701172,-0.4301758,-0.3491211,-0.4433594,-0.2910156,-0.1860352,-0.2255859,-0.4467773,-0.2524414,-0.340332,-0.3232422,-0.3466797,-0.2905273,-0.4477539,-0.3393555,-0.315918,-0.2963867,-0.2543945,-0.3442383,-0.4204102,-0.4746094,-0.5131836,-0.4228516,-0.4228516,-0.3662109,-0.4106445,-0.4272461,-0.3305664,-0.3164063,-0.3666992,-0.3383789,-0.3178711,-0.3374023,-0.3510742,-0.3432617,-0.3232422
Action 9,ARZ,-0.08154297,-0.1049805,-0.1181641,0.02001953,0.09960938,0.3422852,0.4453125,0.5493164,0.6445313,0.8408203,0.6469727,0.7324219,0.5952148,0.4414063,0.4135742,0.7558594,0.5629883,0.8950195,0.5996094,1.044434,1.12793,0.9785156,0.8017578,0.7563477,0.75,0.78125,0.6391602,0.7265625,0.6660156,0.6738281,0.5180664,0.5180664,0.5615234,0.5092773,0.4633789,0.4711914,0.4633789,0.4335938,0.4067383,0.4072266,0.3823242,0.3432617,0.3354492,0.3085938
Action 9,EMG0L,-4,-12,3,1,6,-7,-1,-4,2,-2,-1,-2,1,10,-6,-3,5,-4,1,-9,-5,-6,0,-12,2,-20,22,7,-14,-32,22,22,2,7,17,20,-7,10,-1,-31,-4,-5,-5,-2
Action 9,EMG1L,-1,-2,-2,0,1,-1,0,2,0,-2,0,-1,1,1,0,-1,-1,-1,1,-13,-16,-10,12,-18,5,-18,5,-16,7,10,0,0,0,-13,6,-2,-16,0,4,-7,-4,-6,-3,-3
Action 9,EMG2L,-2,-2,-2,0,0,-2,0,0,-3,-2,1,-2,-2,-1,0,-1,-4,-2,-1,-7,-7,-4,21,-38,21,-7,14,-15,17,18,-9,-9,-3,-19,-7,2,-21,-3,5,-6,-9,-5,-3,-1
Action 9,EMG3L,0,-2,-2,-2,0,-1,0,2,-2,-1,-2,-3,-1,0,1,1,-1,-2,-7,26,24,31,18,-41,26,-19,22,-10,12,12,-10,-10,3,-9,-22,11,-29,-12,6,-8,-9,-2,-2,2
Action 9,EMG4L,0,-2,0,-2,-2,0,-3,2,-1,-1,-2,-2,-1,0,1,-1,-1,-1,-2,-3,1,5,32,-8,22,-16,22,1,5,5,0,0,0,4,-9,0,-12,9,9,-9,-2,1,-2,0
Action 9,EMG5L,0,-4,0,-2,-2,1,-8,6,-1,-1,1,-1,-1,2,1,-3,-1,-3,0,-12,-18,-1,18,4,14,-7,15,0,-2,1,-2,-2,5,-5,-3,1,-12,8,5,-7,-6,-4,1,-1
Action 9,EMG6L,-3,-10,1,-5,-4,5,-16,13,2,1,3,-2,2,6,0,-2,-1,-3,-1,-8,-11,-5,3,-2,4,-10,8,-5,-2,0,4,4,2,-3,3,12,-17,15,5,-8,-6,-3,1,-2
Action 9,EMG7L,-2,-35,5,-2,-5,8,-9,7,1,-2,0,-1,3,15,-5,-2,8,-3,0,-10,-5,-8,-4,-5,0,-10,10,-4,-8,-5,4,4,-6,-2,8,12,-14,15,-4,-17,-6,-1,0,-2
Action 9,EMG0R,5,3,8,-26,39,-45,-29,6,-26,-5,1,7,4,-4,-17,6,-20,4,-5,-5,1,-10,-1,2,0,0,-5,-5,1,-2,-2,-2,6,12,-25,0,-3,7,9,-6,10,-2,0,-10
Action 9,EMG1R,-5,-10,-8,-18,28,-43,-33,5,11,-11,9,8,-2,6,-12,-2,-10,4,-1,-3,0,-10,-2,0,8,-4,-5,-9,-1,0,0,0,15,-2,-12,-5,-2,8,4,-2,-2,-3,0,-2
Action 9,EMG2R,-3,-27,-25,19,-12,-25,-37,-24,31,4,17,5,-10,15,-9,20,-9,3,-2,0,0,-12,-1,-5,19,-1,-9,-4,-1,2,2,2,27,-3,-6,-14,-4,6,-3,6,-4,-5,-3,-1
Action 9,EMG3R,9,-42,-29,66,-108,18,-5,-42,-7,24,20,11,-15,12,-27,60,-17,-12,-14,0,-5,-10,-26,-7,33,17,-29,18,1,4,-14,-14,31,38,-4,-26,-1,-6,1,5,3,-11,-3,1
Action 9,EMG4R,-2,-10,0,-29,23,-56,-28,-27,-6,-5,15,25,2,11,-15,25,-19,1,-5,-6,0,-7,-7,7,17,-1,4,10,7,4,-17,-17,-8,27,-12,-14,5,-2,-6,1,-1,-9,-2,-2
Action 9,EMG5R,0,-3,5,-21,36,-47,-9,-1,-8,-23,10,21,3,16,-4,5,-13,7,-3,-1,1,1,1,0,12,-4,5,-1,-5,-3,-9,-9,9,-11,5,0,6,6,-4,0,-6,-7,0,-1
Action 9,EMG6R,1,-11,-3,-26,17,-19,-17,-7,8,-8,19,-2,5,5,15,-10,-14,5,-3,6,-10,-19,13,-1,31,-10,0,-39,-27,8,4,4,53,-35,19,8,13,10,-14,-22,-21,-5,5,-4
Action 9,EMG7R,1,-3,1,-20,18,-26,-18,1,-2,-7,9,1,3,4,-2,-7,-12,7,8,-2,0,-9,6,4,16,-5,-7,-11,-11,2,3,3,10,7,-42,5,-20,10,5,9,3,-3,0,-1
Action 9,GLX,-7.75,2.5625,0.4375,-7,-7,-7.125,5.0625,16.625,19.5625,19.5625,14.6875,-5.1875,-7,6.125,6.125,5.375,-17.8125,-17.625,-12.3125,0.5625,7.125,-33.375,-58.25,-52.6875,-40.625,-1,4.875,-45.875,-49.9375,-34.5,-28.375,-28.375,-34.5,-24.6875,5.9375,-4.8125,-3.5,-3.5,2.5625,-0.875,-2.125,5.9375,5.625,-0.6875
Action 9,GLY,-7.75,2.5625,0.4375,-7,-7,-7.125,5.0625,16.625,19.5625,19.5625,14.6875,-5.1875,-7,6.125,6.125,5.375,-17.8125,-17.625,-12.3125,0.5625,7.125,-33.375,-58.25,-52.6875,-40.625,-1,4.875,-45.875,-49.9375,-34.5,-28.375,-28.375,-34.5,-24.6875,5.9375,-4.8125,-3.5,-3.5,2.5625,-0.875,-2.125,5.9375,5.625,-0.6875
Action 9,GLZ,-7.75,2.5625,0.4375,-7,-7,-7.125,5.0625,16.625,19.5625,19.5625,14.6875,-5.1875,-7,6.125,6.125,5.375,-17.8125,-17.625,-12.3125,0.5625,7.125,-33.375,-58.25,-52.6875,-40.625,-1,4.875,-45.875,-49.9375,-34.5,-28.375,-28.375,-34.5,-24.6875,5.9375,-4.8125,-3.5,-3.5,2.5625,-0.875,-2.125,5.9375,5.625,-0.6875
Action 9,GRX,-5.8125,5.25,30.0625,66.625,76.9375,65.5625,39.75,26.25,18.0625,-4.4375,19.0625,51,105.125,100.125,-35.5625,-28.0625,-6.6875,-15.3125,12.5625,4.6875,-18.6875,-27.875,-18.8125,-10.875,-38.6875,-54.6875,-59.75,-53.4375,-14.75,11.4375,25.625,25.625,6.6875,-22.6875,-18.8125,10.9375,2.375,5.3125,11.125,10.8125,4.6875,3.25,-7.25,-21.5625
Action 9,GRY,-5.8125,5.25,30.0625,66.625,76.9375,65.5625,39.75,26.25,18.0625,-4.4375,19.0625,51,105.125,100.125,-35.5625,-28.0625,-6.6875,-15.3125,12.5625,4.6875,-18.6875,-27.875,-18.8125,-10.875,-38.6875,-54.6875,-59.75,-53.4375,-14.75,11.4375,25.625,25.625,6.6875,-22.6875,-18.8125,10.9375,2.375,5.3125,11.125,10.8125,4.6875,3.25,-7.25,-21.5625
Action 9,GRZ,-5.8125,5.25,30.0625,66.625,76.9375,65.5625,39.75,26.25,18.0625,-4.4375,19.0625,51,105.125,100.125,-35.5625,-28.0625,-6.6875,-15.3125,12.5625,4.6875,-18.6875,-27.875,-18.8125,-10.875,-38.6875,-54.6875,-59.75,-53.4375,-14.75,11.4375,25.625,25.625,6.6875,-22.6875,-18.8125,10.9375,2.375,5.3125,11.125,10.8125,4.6875,3.25,-7.25,-21.5625
Action 9,ORL,8.364255,8.384393,8.389505,8.381609,8.381609,8.346572,8.311838,8.299612,8.297237,8.297237,8.273547,8.223334,8.171375,8.162249,8.162249,8.184323,8.185876,8.193244,8.204687,8.240747,8.265323,8.296916,8.244411,8.151882,8.039288,7.800352,7.681798,7.275884,6.9948,6.794254,6.66099,6.66099,6.573319,6.535278,6.491676,6.486074,6.477895,6.475856,6.474665,6.4753,6.474134,6.490398,6.500941,6.537747
Action 9,OPL,7.096505,7.096069,7.095208,7.093511,7.093511,7.09149,7.088968,7.089389,7.089137,7.089137,7.086501,7.084457,7.091763,7.098673,7.098673,7.106884,7.111208,7.11602,7.117376,7.116904,7.115792,7.094265,7.075382,7.052559,7.016003,6.995246,6.98632,6.935075,6.898993,6.855042,6.824906,6.824906,6.80143,6.790339,6.780652,6.78058,6.78891,6.793301,6.796638,6.798934,6.800141,6.801853,6.802682,6.810557
Action 9,OYL,7.762852,7.783263,7.788105,7.78899,7.78899,7.767558,7.731172,7.702991,7.689036,7.689036,7.632827,7.57986,7.540087,7.526964,7.526964,7.526319,7.544385,7.573347,7.59187,7.6322,7.653457,7.722559,7.728516,7.698529,7.633854,7.399301,7.273552,6.898452,6.663593,6.490741,6.379325,6.379325,6.318727,6.289833,6.237263,6.2256,6.219686,6.220829,6.218462,6.218828,6.220101,6.231303,6.238636,6.2757
Action 9,ORR,2.355605,2.344607,2.325548,2.431404,2.592994,2.955616,3.402884,3.774932,4.034757,4.162552,4.228197,4.290779,4.413724,4.547416,4.565781,4.518086,4.502915,4.478956,4.471392,4.473275,4.455213,4.42858,4.394409,4.362136,4.297565,4.219747,4.12677,4.063036,4.023162,4.007881,4.021939,4.021939,4.019604,3.988083,3.935764,3.92471,3.935644,3.939812,3.95252,3.960956,3.964681,3.954634,3.922875,3.873837
Action 9,OPR,7.151789,7.148484,7.149902,7.153264,7.146726,7.095128,7.007855,6.854438,6.634143,6.370452,6.093624,5.847906,5.632948,5.469181,5.29395,5.264889,5.285648,5.318403,5.345067,5.337011,5.359335,5.435084,5.555698,5.7043,5.860796,6.002342,6.127706,6.229032,6.315675,6.395907,6.464591,6.464591,6.490649,6.536208,6.570496,6.58837,6.591822,6.588455,6.584641,6.583794,6.585527,6.590422,6.603739,6.631238
Action 9,OYR,2.336257,2.324289,2.283671,2.322763,2.401991,2.692445,3.103364,3.46528,3.732217,3.885286,3.96331,3.999413,4.034601,4.08936,4.139117,4.15505,4.138832,4.119911,4.102909,4.097809,4.089654,4.083435,4.052976,3.999153,3.935598,3.896431,3.860003,3.845016,3.832654,3.803218,3.783211,3.783211,3.775135,3.759309,3.726304,3.704692,3.708942,3.709168,3.712029,3.714999,3.713433,3.699473,3.670592,3.638226
Action10,ALX,-0.9672852,-0.980957,-0.9550781,-0.9414063,-0.9482422,-0.9609375,-0.9609375,-0.9716797,-0.9321289,-0.9555664,-0.9262695,-1.006836,-1.041992,-1.037109,-1.037109,-1.037109,-1.021973,-0.9975586,-0.9741211,-0.9375,-0.8618164,-0.855957,-0.862793,-0.8481445,-0.8217773,-0.8725586,-0.8725586,-0.8686523,-0.8671875,-0.8637695,-0.8793945,-0.8613281,-0.8676758,-0.8579102,-0.8579102,-0.8515625,-0.8769531,-0.8901367,-0.8950195,-0.9316406,-0.925293,-0.9291992,-0.9477539,-1.03125
Action10,ALY,0.2055664,0.2021484,0.2026367,0.1992188,0.1977539,0.1962891,0.1962891,0.2099609,0.2807617,0.300293,0.2871094,0.2832031,0.1943359,0.2382813,0.2382813,0.2382813,0.309082,0.2636719,0.2651367,0.3457031,0.3691406,0.3374023,0.2924805,0.3364258,0.3530273,0.3300781,0.3300781,0.4013672,0.3823242,0.4018555,0.3964844,0.4033203,0.3984375,0.3681641,0.3681641,0.3769531,0.3447266,0.2832031,0.2631836,0.3286133,0.3466797,0.3764648,0.3911133,0.28125
Action10,ALZ,-0.1552734,-0.1445313,-0.1469727,-0.1445313,-0.1357422,-0.1303711,-0.1303711,-0.1518555,-0.1796875,-0.2167969,-0.2075195,-0.2416992,0.006835938,0.06591797,0.06591797,0.06591797,0.199707,0.222168,0.2080078,0.1679688,0.1386719,0.1567383,0.184082,0.1948242,0.2275391,0.2636719,0.2636719,0.324707,0.3481445,0.3427734,0.3383789,0.3413086,0.3193359,0.2998047,0.2998047,0.2558594,0.1928711,0.2236328,0.2177734,0.21875,0.2089844,0.21875,0.04150391,0.09423828
Action10,ARX,-0.8579102,-0.6860352,-0.6352539,-0.4370117,-0.2490234,-0.1181641,-0.1245117,-0.3974609,-0.3916016,-0.2900391,-0.3730469,-0.4306641,-0.4311523,-0.4536133,-0.6293945,-0.6293945,-0.6337891,-0.8950195,-0.7670898,-0.840332,-0.8925781,-0.9174805,-0.9057617,-0.8886719,-0.8608398,-0.8510742,-0.8510742,-0.8535156,-0.8549805,-0.831543,-0.8540039,-0.8359375,-0.8217773,-0.8320313,-0.8505859,-0.862793,-0.875,-0.8828125,-0.9169922,-0.9526367,-1.020508,-0.9682617,-0.9458008,-0.9506836
Action10,ARY,-0.4179688,-0.3193359,-0.3037109,-0.2260742,-0.3310547,-0.3276367,-0.3491211,-0.4047852,-0.3017578,-0.3676758,-0.2929688,-0.4077148,-0.4033203,-0.2768555,-0.190918,-0.190918,-0.4047852,-0.3261719,-0.5288086,-0.4296875,-0.5073242,-0.4135742,-0.4418945,-0.4692383,-0.4223633,-0.3681641,-0.3681641,-0.3818359,-0.3447266,-0.3764648,-0.3505859,-0.3696289,-0.3847656,-0.3847656,-0.3950195,-0.3378906,-0.2734375,-0.3466797,-0.3320313,-0.3300781,-0.3891602,-0.3696289,-0.3583984,-0.3544922
