ActionID,SensorName,Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41,Var42,Var43,Var44
Action 5,OYR,3.56115,3.494397,3.432431,3.379051,3.353353,3.353353,3.320072,3.30066,3.25789,3.245286,3.220556,3.195965,3.187935,3.182801,3.183474,3.191065,3.196582,3.192844,3.178868,3.170875,3.14202,3.091916,3.003327,2.885742,2.794006,2.750975,2.645028,2.579278,2.499014,2.44024,2.388978,2.356702,2.306582,2.241347,2.149086,2.055122,1.983876,1.91832,1.887829,1.873117,1.869896,1.877499,1.879528,1.879833
Action 6,ALX,-0.9956055,-0.9755859,-0.9594727,-0.9199219,-0.9643555,-0.9985352,-1.01709,-1.095215,-1.109863,-0.9399414,-0.9213867,-0.90625,-0.8901367,-0.8613281,-0.9121094,-0.8398438,-0.8564453,-0.9326172,-0.8999023,-0.8823242,-0.902832,-0.921875,-0.8852539,-0.9033203,-0.9082031,-0.9042969,-0.9082031,-0.9077148,-0.8876953,-0.8745117,-0.871582,-0.8857422,-0.8828125,-0.8774414,-0.9311523,-0.902832,-0.9233398,-0.9526367,-1.017578,-0.9326172,-0.987793,-0.9887695,-0.9521484,-0.9667969
Action 6,ALY,0.1831055,0.190918,0.2080078,0.2490234,0.2441406,0.2827148,0.2739258,0.2509766,0.2827148,0.2558594,0.269043,0.3007813,0.2954102,0.2714844,0.2358398,0.2885742,0.328125,0.3271484,0.362793,0.3833008,0.3969727,0.3730469,0.3125,0.3120117,0.3222656,0.3139648,0.3242188,0.3115234,0.3046875,0.3178711,0.3251953,0.3476563,0.34375,0.3310547,0.3432617,0.3276367,0.2929688,0.3134766,0.3237305,0.2983398,0.3046875,0.3276367,0.3515625,0.359375
Action 6,ALZ,-0.1416016,-0.1489258,-0.1728516,-0.2553711,-0.3037109,-0.3344727,-0.2807617,0.009765625,0.1132813,0.2431641,0.2597656,0.234375,0.1230469,0.1083984,0.140625,0.1425781,0.144043,0.2587891,0.2939453,0.293457,0.3339844,0.3383789,0.3217773,0.3276367,0.34375,0.2993164,0.2944336,0.2988281,0.2954102,0.2670898,0.2543945,0.2119141,0.203125,0.1938477,0.300293,0.222168,0.2124023,0.06054688,0.05517578,0.02246094,-0.02587891,-0.04492188,-0.09912109,-0.1381836
Action 6,ARX,-0.184082,-0.1420898,-0.1943359,-0.5141602,-0.1005859,-0.6904297,-0.1064453,-0.5625,-0.7045898,-0.5991211,-0.7011719,-0.8320313,-0.7353516,-0.9125977,-0.8789063,-0.9736328,-0.8847656,-0.9418945,-0.918457,-0.9487305,-0.9223633,-0.9199219,-0.9101563,-0.9296875,-0.8984375,-0.9077148,-0.8994141,-0.9174805,-0.9116211,-0.9033203,-0.9008789,-0.8691406,-0.8779297,-0.8779297,-0.90625,-0.9750977,-1.01416,-0.9707031,-1.015625,-0.9301758,-1.010254,-0.9575195,-0.9975586,-0.9814453
Action 6,ARY,-0.3017578,-0.3583984,-0.3974609,-0.328125,-0.3500977,-0.5166016,-0.3037109,-0.3706055,-0.2172852,-0.2983398,-0.3666992,-0.3862305,-0.465332,-0.4243164,-0.4448242,-0.3774414,-0.4833984,-0.4638672,-0.3984375,-0.3701172,-0.3867188,-0.3759766,-0.355957,-0.3310547,-0.3544922,-0.3520508,-0.3354492,-0.3364258,-0.3325195,-0.3686523,-0.3608398,-0.3398438,-0.2841797,-0.3193359,-0.3320313,-0.2929688,-0.2612305,-0.3618164,-0.371582,-0.3198242,-0.2758789,-0.3310547,-0.3510742,-0.3100586
Action 6,ARZ,0.5361328,0.6669922,0.8349609,0.5048828,1.053711,1.083984,1.158691,0.8676758,0.6958008,0.7685547,0.5073242,0.5800781,0.5839844,0.5004883,0.5664063,0.4643555,0.5444336,0.4282227,0.4731445,0.4467773,0.4350586,0.4204102,0.4160156,0.4008789,0.3886719,0.3833008,0.3618164,0.3603516,0.3520508,0.3237305,0.3100586,0.2817383,0.277832,0.3115234,0.3378906,0.2612305,0.2602539,0.2207031,0.2070313,0.1279297,0.1230469,0.07519531,0.07666016,0.04150391
Action 6,EMG0L,0,2,-19,19,-29,-1,-12,13,-13,18,-11,12,12,15,-1,3,-10,-14,11,-15,17,-6,2,-3,-11,-2,-1,0,-1,0,-1,-1,-3,-2,5,-1,-4,1,2,0,-2,-1,-1,-3
Action 6,EMG1L,-1,0,-17,7,2,-1,-22,34,16,3,-12,-1,4,6,-1,7,-11,4,-2,0,-7,-4,3,-9,4,0,1,-3,-6,-2,-2,0,-3,-2,4,1,-9,2,-1,2,-2,-1,-1,-1
Action 6,EMG2L,-1,-2,-24,-6,5,12,-16,43,17,-13,-14,-5,-1,2,5,13,0,7,-8,-7,-7,-1,4,-6,10,-3,3,-5,-9,1,-1,-3,-7,-1,7,10,-20,5,-8,0,0,0,-2,1
Action 6,EMG3L,-1,-2,-19,-1,-14,17,-27,67,32,-23,-22,-5,7,6,10,17,11,23,-13,-7,-1,3,3,4,7,-12,11,-3,-12,4,3,0,-8,-1,16,20,-32,10,-14,2,-1,0,-2,1
Action 6,EMG4L,-1,0,-15,2,-6,19,-21,47,28,-25,-10,12,3,8,0,4,1,14,3,-9,5,1,3,-5,11,-2,6,-2,-9,3,0,-1,-3,-1,7,6,-23,4,-2,1,-2,-1,-2,-1
Action 6,EMG5L,-2,0,-10,7,-7,4,-8,29,18,-24,-9,8,1,6,-3,5,0,7,2,-4,6,-7,1,-4,8,-1,-1,2,-6,2,-2,-1,-1,-2,9,0,-11,2,-1,0,-1,-2,-3,0
Action 6,EMG6L,-3,-2,-8,9,-11,3,-9,14,9,-8,-9,5,-2,3,-1,3,1,3,2,0,2,-21,1,-1,1,-2,-2,2,-3,2,1,-1,-1,-2,8,0,-6,-1,1,-2,-1,-1,-2,1
Action 6,EMG7L,-1,-1,-10,6,-9,-4,-4,4,0,-3,-7,5,1,5,-1,0,-4,3,3,-15,-9,-26,3,-1,-1,-3,-1,1,-1,-1,-2,-1,-2,-1,4,0,-4,-1,1,-1,-3,0,-4,-2
Action 6,EMG0R,9,-3,5,-1,-10,1,-4,5,-4,4,-3,-7,-1,6,1,-9,7,0,-1,-9,0,0,-5,1,-10,2,-2,0,-1,0,2,-1,-1,-2,0,-2,2,1,1,-1,-3,-6,-1,-1
Action 6,EMG1R,22,-5,12,-2,-19,7,-9,14,6,9,-3,-13,-1,6,4,6,13,-11,5,-5,4,2,2,-3,-9,6,2,0,-3,-4,4,1,1,1,6,-5,7,2,1,-2,-1,-2,-2,-1
Action 6,EMG2R,34,-4,12,-6,-7,8,-12,38,4,14,-1,-18,0,4,8,6,20,-11,7,-9,15,7,-5,2,-9,2,4,4,-8,-2,2,4,4,0,10,-8,14,3,-1,-2,-4,-1,-3,0
Action 6,EMG3R,74,-9,10,-13,26,-5,-26,63,8,10,16,-34,7,-4,16,-4,19,13,14,-11,21,9,-3,18,-9,-12,5,9,-5,-6,-1,13,7,1,20,-18,9,6,1,-2,-4,-3,4,1
Action 6,EMG4R,53,-16,21,-6,-13,7,-10,30,6,5,-13,-16,-5,0,7,-5,16,-3,1,-3,12,11,-3,-22,-4,-3,2,6,-2,-5,-1,3,-1,5,9,-8,9,6,-5,-3,-2,-3,-2,-1
Action 6,EMG5R,18,-1,6,-3,-7,8,-8,13,1,2,-6,0,-4,1,-3,-3,15,7,0,4,10,2,1,-8,-9,2,-4,2,-4,-3,0,2,0,2,3,-2,14,0,-1,-7,0,1,-2,1
Action 6,EMG6R,18,-2,3,-6,-12,6,1,6,-10,8,14,-2,-22,6,-29,3,15,3,6,-25,5,0,-39,15,40,6,-7,-3,2,-2,1,1,0,-3,1,13,61,-16,-6,-11,0,28,2,5
Action 6,EMG7R,15,-3,8,-3,-11,3,-2,8,-5,5,-7,-3,-4,4,2,-16,7,0,2,6,3,-3,-2,2,-22,3,-3,-3,-1,3,1,0,-4,-1,3,-3,-6,3,0,-1,0,-10,-3,-1
Action 6,GLX,-4.6875,-4.375,-6.8125,-15,-39.4375,-78.75,-80.9375,-39.5625,-28.9375,-33.5625,-36.375,-46,-51.6875,-39.25,-24.75,-4.25,3.625,8.125,15.4375,5.4375,8.125,1.25,2.25,4.8125,4.25,-2.9375,-4.8125,-1.5625,4.4375,5.5,3.875,0.75,13.4375,23.3125,55.6875,45.3125,41.3125,30.5,24.5625,29.375,31.4375,31.4375,22.5,14
Action 6,GLY,-4.6875,-4.375,-6.8125,-15,-39.4375,-78.75,-80.9375,-39.5625,-28.9375,-33.5625,-36.375,-46,-51.6875,-39.25,-24.75,-4.25,3.625,8.125,15.4375,5.4375,8.125,1.25,2.25,4.8125,4.25,-2.9375,-4.8125,-1.5625,4.4375,5.5,3.875,0.75,13.4375,23.3125,55.6875,45.3125,41.3125,30.5,24.5625,29.375,31.4375,31.4375,22.5,14
Action 6,GLZ,-4.6875,-4.375,-6.8125,-15,-39.4375,-78.75,-80.9375,-39.5625,-28.9375,-33.5625,-36.375,-46,-51.6875,-39.25,-24.75,-4.25,3.625,8.125,15.4375,5.4375,8.125,1.25,2.25,4.8125,4.25,-2.9375,-4.8125,-1.5625,4.4375,5.5,3.875,0.75,13.4375,23.3125,55.6875,45.3125,41.3125,30.5,24.5625,29.375,31.4375,31.4375,22.5,14
Action 6,GRX,-27.6875,-18.4375,18.9375,26.125,-10.9375,-31.6875,-30.375,-31.6875,-33.6875,-57.0625,-58.625,-50.625,-36.3125,-5.4375,-17.25,-2.8125,-10.25,7.625,0.0625,-13.0625,-13.8125,-4.125,-0.5,4,3.375,0.25,-3.8125,-0.375,2.0625,11.4375,14.75,-4,-12,-21.5,-17.625,-4.5625,-8.5625,-19,-11.5,-13.5625,-19.5,-26.4375,-20.0625,-18.5
Action 6,GRY,-27.6875,-18.4375,18.9375,26.125,-10.9375,-31.6875,-30.375,-31.6875,-33.6875,-57.0625,-58.625,-50.625,-36.3125,-5.4375,-17.25,-2.8125,-10.25,7.625,0.0625,-13.0625,-13.8125,-4.125,-0.5,4,3.375,0.25,-3.8125,-0.375,2.0625,11.4375,14.75,-4,-12,-21.5,-17.625,-4.5625,-8.5625,-19,-11.5,-13.5625,-19.5,-26.4375,-20.0625,-18.5
Action 6,GRZ,-27.6875,-18.4375,18.9375,26.125,-10.9375,-31.6875,-30.375,-31.6875,-33.6875,-57.0625,-58.625,-50.625,-36.3125,-5.4375,-17.25,-2.8125,-10.25,7.625,0.0625,-13.0625,-13.8125,-4.125,-0.5,4,3.375,0.25,-3.8125,-0.375,2.0625,11.4375,14.75,-4,-12,-21.5,-17.625,-4.5625,-8.5625,-19,-11.5,-13.5625,-19.5,-26.4375,-20.0625,-18.5
Action 6,ORL,8.400208,8.418591,8.475607,8.544494,8.578026,8.603513,8.591615,8.443211,8.197035,7.596051,7.393195,7.025798,6.636304,6.46933,6.331953,6.255342,6.248117,6.238287,6.220336,6.22369,6.230339,6.235426,6.234582,6.237502,6.239045,6.232803,6.233991,6.23938,6.249137,6.272197,6.28909,6.368951,6.466091,6.533924,6.762133,6.896707,7.014705,7.14591,7.259042,7.368429,7.499406,7.566842,7.710631,7.784436
Action 6,OPL,7.138789,7.140018,7.137352,7.128086,7.119137,7.093305,7.076033,7.049619,7.034186,7.002154,6.976989,6.897175,6.777191,6.725081,6.699705,6.696716,6.702788,6.719258,6.735653,6.76104,6.765753,6.765768,6.765555,6.762814,6.759657,6.75158,6.746019,6.744428,6.746852,6.752944,6.75856,6.780713,6.801447,6.813198,6.839892,6.858975,6.87398,6.90053,6.921494,6.946528,6.970716,6.979239,6.995491,7.000766
Action 6,OYL,7.644298,7.665583,7.732183,7.814623,7.870743,7.976626,8.010308,7.952288,7.734879,7.167659,6.975776,6.636687,6.304657,6.167824,6.044813,5.965566,5.952217,5.925413,5.887256,5.881016,5.87644,5.875439,5.872301,5.87088,5.870199,5.865868,5.871314,5.880072,5.887347,5.905329,5.920899,6.004674,6.098783,6.158838,6.328629,6.417668,6.500097,6.601682,6.694063,6.77745,6.878542,6.930912,7.051077,7.119506
Action 6,ORR,4.431018,4.39873,4.401626,4.419187,4.408209,4.357489,4.338868,4.248194,4.186858,4.130732,4.045326,4.015449,3.973734,3.956522,3.942341,3.945543,3.934461,3.920089,3.917102,3.900343,3.877325,3.864015,3.862298,3.868412,3.873774,3.876162,3.876549,3.879109,3.881544,3.878622,3.874467,3.818256,3.753205,3.66065,3.613103,3.470302,3.435674,3.348941,3.272842,3.210671,3.148408,3.06997,2.996094,2.932817
Action 6,OPR,5.42922,5.474194,5.517423,5.566381,5.622607,5.726983,5.755776,5.900395,5.998528,6.077569,6.16252,6.202987,6.265899,6.338045,6.400944,6.468197,6.528134,6.574416,6.609931,6.630374,6.642496,6.643945,6.642901,6.639275,6.636914,6.628917,6.623572,6.62102,6.621717,6.63392,6.642067,6.681324,6.718454,6.754591,6.769094,6.820758,6.840286,6.869743,6.886869,6.907026,6.929221,6.948149,6.960773,6.974336
Action 6,OYR,3.789642,3.772895,3.760139,3.744918,3.733333,3.703388,3.68453,3.60279,3.547618,3.53091,3.497025,3.493884,3.496035,3.494124,3.495883,3.507761,3.506956,3.490298,3.483492,3.474628,3.468443,3.46208,3.460324,3.46285,3.463544,3.463739,3.468571,3.475035,3.477216,3.463371,3.450582,3.381177,3.320884,3.241918,3.198971,3.057262,3.023323,2.95152,2.883715,2.834287,2.787554,2.736565,2.685075,2.639926
Action 7,ALX,-0.9780273,-0.9658203,-0.9667969,-0.9833984,-0.9672852,-0.9829102,-0.9868164,-0.9868164,-0.9868164,-0.9868164,-0.9770508,-0.9658203,-0.9643555,-0.9643555,-0.9677734,-0.9677734,-0.9677734,-0.9672852,-0.9750977,-0.9750977,-0.9750977,-0.9628906,-1.036621,-1.093262,-1.088867,-1.088867,-1.052246,-0.9111328,-0.8955078,-0.8955078,-0.8911133,-0.8896484,-0.8295898,-0.8457031,-0.8515625,-0.9023438,-0.8896484,-0.8735352,-0.8657227,-0.8583984,-0.8754883,-0.8676758,-0.8798828,-0.8720703
Action 7,ALY,0.1889648,0.1899414,0.1884766,0.1992188,0.2045898,0.1938477,0.1694336,0.1694336,0.1694336,0.1694336,0.1967773,0.1865234,0.184082,0.184082,0.2021484,0.2021484,0.2021484,0.2041016,0.2177734,0.2177734,0.2177734,0.2827148,0.3393555,0.2661133,0.2583008,0.2841797,0.300293,0.3237305,0.3129883,0.3129883,0.3193359,0.2944336,0.3100586,0.2963867,0.3549805,0.3540039,0.425293,0.3911133,0.4238281,0.3950195,0.3920898,0.3901367,0.3735352,0.3657227
Action 7,ALZ,-0.152832,-0.1337891,-0.1245117,-0.1357422,-0.1367188,-0.1293945,-0.1235352,-0.1235352,-0.1235352,-0.1235352,-0.1479492,-0.1347656,-0.1352539,-0.1352539,-0.1206055,-0.1206055,-0.1206055,-0.1186523,-0.1567383,-0.1567383,-0.1567383,-0.2802734,-0.2304688,-0.04882813,0.04882813,0.1928711,0.2392578,0.2885742,0.2299805,0.2299805,0.2016602,0.1064453,0.1025391,0.1381836,0.2158203,0.2270508,0.2607422,0.3149414,0.378418,0.3876953,0.3847656,0.3720703,0.3374023,0.3183594
Action 7,ARX,-1.093262,-0.9594727,-1.061035,-1.076172,-1.099121,-1.095703,-1.13623,-1.056152,-1.016113,-1.016113,-0.9194336,-0.8227539,-0.6928711,-0.6157227,-0.480957,-0.2680664,-0.3452148,-0.5234375,-0.4550781,-0.6210938,-0.6210938,-0.6469727,-0.3964844,-0.4135742,-0.4804688,-0.5478516,-0.5683594,-0.6347656,-0.7460938,-0.7460938,-0.7631836,-0.8671875,-0.7963867,-0.875,-0.8725586,-0.8481445,-0.9287109,-0.8564453,-0.8730469,-0.8417969,-0.8637695,-0.8398438,-0.8452148,-0.8320313
Action 7,ARY,-0.2416992,-0.3271484,-0.3632813,-0.4023438,-0.3710938,-0.3852539,-0.4155273,-0.4057617,-0.4150391,-0.4150391,-0.4052734,-0.269043,-0.3251953,-0.2792969,-0.2753906,-0.2734375,-0.3076172,-0.3725586,-0.3212891,-0.3842773,-0.3842773,-0.4121094,-0.4169922,-0.3964844,-0.3505859,-0.2739258,-0.2832031,-0.3881836,-0.4208984,-0.4208984,-0.4614258,-0.5058594,-0.512207,-0.4682617,-0.4882813,-0.4536133,-0.4306641,-0.4355469,-0.418457,-0.394043,-0.3881836,-0.3999023,-0.3842773,-0.4077148
Action 7,ARZ,0.1171875,0.05664063,0.1826172,0.2426758,0.3701172,0.3837891,0.496582,0.6113281,0.5966797,0.5966797,0.6660156,0.5654297,0.6474609,0.6342773,0.5556641,0.6181641,0.3413086,0.6523438,0.543457,0.5678711,0.5678711,0.5419922,1.226074,0.949707,0.8588867,0.8232422,0.7353516,0.722168,0.6723633,0.6723633,0.6259766,0.5986328,0.6123047,0.5756836,0.6171875,0.5180664,0.5615234,0.5454102,0.5585938,0.5395508,0.5063477,0.4824219,0.4389648,0.4135742
Action 7,EMG0L,-1,-1,-2,-2,-1,1,-1,2,-5,-5,-1,-1,-3,-1,-2,-3,1,0,-5,4,4,7,-11,5,-21,4,-8,0,1,1,-23,32,16,-31,31,-3,-9,24,-26,-24,9,0,-4,1
Action 7,EMG1L,-1,1,-2,-2,-3,-3,-1,0,-3,-3,-1,-2,-1,-2,-1,-1,-2,-1,-6,7,7,-2,2,8,-4,-16,6,-12,-2,-2,-2,-1,-3,5,10,-10,8,5,14,-5,-11,2,-2,-3
Action 7,EMG2L,-1,-2,0,-1,-2,-2,-2,-1,-4,-4,-1,-1,-2,-1,-2,-1,-2,-3,19,-3,-3,-6,18,13,-20,-19,9,-15,-2,-2,6,-16,3,16,10,-3,18,4,12,5,-9,-3,-1,-7
Action 7,EMG3L,0,-1,3,-2,0,-1,-2,-3,-1,-1,0,-3,0,-1,-1,-2,0,0,6,-13,-13,-26,50,-13,-12,-40,6,7,1,1,-23,9,-5,35,1,4,6,4,-5,15,-11,-7,-3,-4
Action 7,EMG4L,-3,1,-1,-1,0,0,-1,-1,-2,-2,-1,-3,-2,-1,-2,0,-2,-1,-5,3,3,-19,-4,9,10,-15,1,-8,-1,-1,-7,11,-9,4,11,5,10,0,-4,0,2,-3,-2,-5
Action 7,EMG5L,-3,-1,-1,-1,-1,4,3,-1,-4,-4,-1,-2,0,0,1,-3,-2,-2,-8,5,5,-25,-7,6,9,-9,-2,-7,0,0,-4,9,1,-2,2,7,3,-2,-4,4,6,-1,0,-2
Action 7,EMG6L,-1,-2,-1,-2,-2,4,2,3,-11,-11,-1,-2,0,1,-3,-5,-1,-3,-4,8,8,-15,-3,4,-6,-4,-3,-5,-1,-1,-1,6,5,8,3,3,3,-1,3,15,2,2,1,-1
Action 7,EMG7L,0,-1,-2,0,-1,2,-1,2,-9,-9,0,-3,0,1,-1,-5,-1,-3,-4,4,4,-2,-4,3,-8,0,-4,-4,0,0,-10,12,2,18,9,-10,2,5,3,7,4,2,1,-1
Action 7,EMG0R,11,5,-30,21,-3,-5,-2,-7,-10,-10,-25,23,24,-1,4,-4,-19,-10,-6,-3,3,3,-1,1,-1,3,1,5,-6,-6,-5,0,-3,-5,-4,-3,5,3,5,-3,6,4,1,0
Action 7,EMG1R,7,2,-24,23,9,-21,-10,-10,-23,-23,-52,40,22,4,8,-5,-37,-9,-2,1,3,5,-2,-3,-2,4,0,3,-23,-23,1,5,-4,-6,-7,-3,7,-2,5,4,-1,-2,2,0
Action 7,EMG2R,3,-14,-28,18,28,-12,-10,-24,-20,-20,-60,59,11,7,12,-14,-53,-9,0,-3,3,-1,3,-10,6,11,-6,4,-23,-23,4,5,-8,-10,-3,2,7,-4,7,4,-2,-1,4,1
Action 7,EMG3R,5,-36,-19,6,82,-14,-4,-24,-43,-43,-45,70,-1,-1,28,5,-65,-21,-11,-10,14,3,9,-34,10,33,-10,5,-26,-26,3,5,-9,-17,35,21,-5,-7,25,4,-5,-4,0,1
Action 7,EMG4R,29,-17,-15,44,20,-15,-31,-13,-50,-50,-69,76,23,9,19,-13,-52,-25,-10,-1,2,12,3,-4,0,14,-7,8,-21,-21,4,-9,-18,-3,-2,5,2,-4,4,-1,2,-11,1,-2
Action 7,EMG5R,9,-1,-21,20,10,-5,-12,-24,-13,-13,-51,41,18,5,8,-11,-28,-25,-15,-8,5,9,1,-2,4,1,4,8,-21,-21,8,-9,-5,0,-3,-1,2,1,-5,-5,-1,-5,2,1
Action 7,EMG6R,6,-9,-29,14,-1,-26,-3,-10,-21,-21,-31,4,19,-7,12,-6,-25,17,-22,-7,-6,-5,-1,-2,-10,1,29,-9,38,38,12,2,-2,1,-10,-7,-5,-35,-24,21,-12,5,3,-2
Action 7,EMG7R,5,-2,-16,10,-1,-14,-2,-8,-10,-10,-24,17,17,-3,14,-23,-17,-6,-24,-6,11,-2,-2,-3,-6,3,7,1,-1,-1,-3,4,-4,1,-8,-7,7,-1,0,-4,-3,5,4,-3
Action 7,GLX,-3.5625,-4.5,-2.125,4.375,5.8125,5.5625,8.4375,8.4375,8.4375,8.4375,2.8125,0.25,-1.3125,-1.3125,-5.1875,-5.1875,-5.1875,0,-5.8125,-5.8125,-5.8125,-20,-54.875,-56.125,-48.75,-31,-27.3125,-43,-54.4375,-54.4375,-57.8125,-26.5,-11.9375,-5.375,-6.625,0.3125,-4.25,-4.5,7.0625,-5.75,-5.0625,-0.4375,0.5,0.25
Action 7,GLY,-3.5625,-4.5,-2.125,4.375,5.8125,5.5625,8.4375,8.4375,8.4375,8.4375,2.8125,0.25,-1.3125,-1.3125,-5.1875,-5.1875,-5.1875,0,-5.8125,-5.8125,-5.8125,-20,-54.875,-56.125,-48.75,-31,-27.3125,-43,-54.4375,-54.4375,-57.8125,-26.5,-11.9375,-5.375,-6.625,0.3125,-4.25,-4.5,7.0625,-5.75,-5.0625,-0.4375,0.5,0.25
Action 7,GLZ,-3.5625,-4.5,-2.125,4.375,5.8125,5.5625,8.4375,8.4375,8.4375,8.4375,2.8125,0.25,-1.3125,-1.3125,-5.1875,-5.1875,-5.1875,0,-5.8125,-5.8125,-5.8125,-20,-54.875,-56.125,-48.75,-31,-27.3125,-43,-54.4375,-54.4375,-57.8125,-26.5,-11.9375,-5.375,-6.625,0.3125,-4.25,-4.5,7.0625,-5.75,-5.0625,-0.4375,0.5,0.25
Action 7,GRX,33,15,19.3125,34,42.6875,46,44.875,32.3125,46.75,46.75,62.3125,73,56.6875,49,10.625,-15,-7.3125,3.3125,8.4375,7.125,7.125,-17.3125,-28.6875,-34.125,-13.1875,-37.25,-50.5625,-66.5,-48.3125,-48.3125,-43.0625,-8,7.25,11.125,-2.0625,-0.5625,-1.75,-5.625,-2.375,-1.5,-2.5625,2.5625,9,12.125
Action 7,GRY,33,15,19.3125,34,42.6875,46,44.875,32.3125,46.75,46.75,62.3125,73,56.6875,49,10.625,-15,-7.3125,3.3125,8.4375,7.125,7.125,-17.3125,-28.6875,-34.125,-13.1875,-37.25,-50.5625,-66.5,-48.3125,-48.3125,-43.0625,-8,7.25,11.125,-2.0625,-0.5625,-1.75,-5.625,-2.375,-1.5,-2.5625,2.5625,9,12.125
Action 7,GRZ,33,15,19.3125,34,42.6875,46,44.875,32.3125,46.75,46.75,62.3125,73,56.6875,49,10.625,-15,-7.3125,3.3125,8.4375,7.125,7.125,-17.3125,-28.6875,-34.125,-13.1875,-37.25,-50.5625,-66.5,-48.3125,-48.3125,-43.0625,-8,7.25,11.125,-2.0625,-0.5625,-1.75,-5.625,-2.375,-1.5,-2.5625,2.5625,9,12.125
Action 7,ORL,8.471595,8.468003,8.466546,8.460886,8.460103,8.453241,8.43197,8.43197,8.43197,8.43197,8.383028,8.310536,8.271852,8.271852,8.25382,8.25382,8.25382,8.285575,8.327496,8.327496,8.327496,8.410693,8.40774,8.303617,8.211126,7.930367,7.744389,7.168941,6.853924,6.853924,6.72453,6.465904,6.377763,6.316875,6.293793,6.266409,6.267796,6.254707,6.254132,6.257437,6.256912,6.26048,6.268541,6.279996
Action 7,OPL,7.124624,7.124774,7.124387,7.123658,7.121989,7.120746,7.121556,7.121556,7.121556,7.121556,7.119483,7.118381,7.118924,7.118924,7.118215,7.118215,7.118215,7.128624,7.128522,7.128522,7.128522,7.103359,7.062062,7.037368,7.028967,7.007859,6.992527,6.899537,6.810175,6.810175,6.761543,6.653079,6.613091,6.602713,6.59234,6.610205,6.619487,6.639401,6.65113,6.656365,6.658525,6.656873,6.655658,6.655718
Action 7,OYL,7.789627,7.791651,7.791234,7.78262,7.774884,7.764762,7.734137,7.734137,7.734137,7.734137,7.673862,7.595695,7.556534,7.556534,7.543399,7.543399,7.543399,7.583505,7.633664,7.633664,7.633664,7.739985,7.810288,7.769826,7.703363,7.454897,7.27896,6.7335,6.455228,6.455228,6.347354,6.127132,6.03508,5.973416,5.946258,5.913006,5.914665,5.905343,5.89623,5.902736,5.909412,5.915797,5.923265,5.935715
Action 7,ORR,2.608925,2.705618,2.895566,3.122159,3.385656,3.511424,3.739439,3.920352,4.064189,4.064189,4.186935,4.301924,4.38912,4.424191,4.479265,4.460235,4.42801,4.413081,4.41021,4.404411,4.404411,4.385346,4.370859,4.320392,4.293122,4.245164,4.194579,4.125443,4.070695,4.070695,4.019289,4.000633,3.994931,4.002348,3.995754,3.981747,3.973592,3.956707,3.949409,3.948904,3.948488,3.948406,3.955004,3.955121
Action 7,OPR,7.151353,7.13568,7.094502,7.024914,6.927123,6.868317,6.716446,6.527717,6.317916,6.317916,6.099731,5.893933,5.703818,5.611163,5.389662,5.334618,5.354376,5.416974,5.453918,5.506547,5.506547,5.526951,5.550725,5.635218,5.731554,5.833887,5.935669,6.021245,6.097516,6.097516,6.17687,6.249634,6.314514,6.361277,6.378994,6.41493,6.442125,6.461364,6.468533,6.465479,6.459963,6.453108,6.450808,6.454707
Action 7,OYR,2.400369,2.475731,2.651554,2.84868,3.07754,3.185169,3.37942,3.542466,3.666722,3.666722,3.750396,3.813176,3.856277,3.876477,3.919469,3.926355,3.910177,3.88358,3.86902,3.833163,3.833163,3.818641,3.813135,3.780137,3.741902,3.702424,3.690902,3.681438,3.689447,3.689447,3.69135,3.691891,3.682914,3.676739,3.670409,3.661386,3.650547,3.637225,3.632067,3.633361,3.634372,3.634202,3.634008,3.621275
Action 8,ALX,-0.9731445,-0.9536133,-0.972168,-0.9819336,-0.9731445,-0.9697266,-0.9624023,-0.9716797,-0.9946289,-0.9946289,-1.036621,-1.061035,-1.061035,-0.9760742,-1,-0.9609375,-0.9370117,-0.8911133,-0.9145508,-0.8891602,-0.9003906,-0.8701172,-0.8432617,-0.8676758,-0.9208984,-0.909668,-0.8857422,-0.8881836,-0.8911133,-0.8867188,-0.8857422,-0.8740234,-0.8803711,-0.8774414,-0.8696289,-0.8696289,-0.8642578,-0.953125,-0.9472656,-0.9609375,-1.018066,-0.949707,-0.9399414,-0.9770508
Action 8,ALY,0.2070313,0.2075195,0.2138672,0.21875,0.2192383,0.1987305,0.2700195,0.2807617,0.2988281,0.2988281,0.2460938,0.2329102,0.2329102,0.2358398,0.2285156,0.2568359,0.3071289,0.3452148,0.3344727,0.3706055,0.2895508,0.2705078,0.3237305,0.3393555,0.3867188,0.3984375,0.4018555,0.4082031,0.3862305,0.3603516,0.3642578,0.3500977,0.3432617,0.3857422,0.4033203,0.4033203,0.2451172,0.237793,0.3466797,0.387207,0.253418,0.3417969,0.3833008,0.4169922
